SubID,Condition,Cycle,Fp1,Fp2,F3,F4,Fz,C3,C4,Cz,P7,P3,Pz,P4,P8,O1,O2,Oz,Po3,Po4,AverageAll
1,Light,First,30.1842931629014,29.7050861208547,21.471727652234,21.5311335522608,18.9089063727286,7.56907984872326,5.43515466169109,3.33383430252679,12.2767437186917,3.94637465385956,4.0936595964291,3.73303126208338,15.374084554938,10.7442762914432,11.8310188115189,10.5333683131741,7.37809846975185,7.9816368964612,12.5573060134595
1,Light,Last,53.2405994195828,51.8268698796673,16.4515642513135,17.0756353442189,13.9536190658709,5.30461959192941,4.69811824439034,2.92236511206652,9.40801644844053,3.36760215343744,4.18286394388909,2.4975318733415,11.6340741627676,8.70747702029138,10.1240815652313,8.64498126633717,6.0101292638663,6.83804745526429,13.1604553367726
1,Dim,First,48.6527372065811,49.6568872356919,39.7954768167288,32.2887889420121,36.6747562955912,14.1014992294057,11.2753004144119,7.61454615179034,24.6715225540474,4.69422577312424,5.23946052453367,6.3580874655135,21.2819804089568,15.2673653076491,17.058157174613,15.0651161470193,8.44237392964617,12.9137784321003,20.6140033338565
1,Dim,Last,16.9348648548287,17.6269268580103,13.0602653469355,12.2403456839387,12.6687450679546,3.84182945913605,3.8478732464227,2.68138888921457,9.00736503372128,1.46398703765429,2.00119437277096,1.75347092470196,7.125093062252,6.35487357996262,6.47770538620098,5.52495521366391,3.39612796325254,4.60735187501574,7.25635354753541
2,Light,First,53.9894873073113,49.3912801044459,35.6893814820217,37.4915204286663,30.4367730441116,13.172719376103,16.9496845244461,8.12365251353609,39.6782664039907,11.5100228340046,14.457320138346,17.0670802115099,34.6587726696511,39.5139742563424,46.6170691832542,36.1743270419956,22.2897359652845,30.3931804974166,29.866902665691
2,Light,Last,50.061374233773,52.0135166836281,37.3519967235809,38.0139222173672,28.2398872465363,13.3380149050537,15.7301007969517,5.74571311691771,40.1316560264718,11.6863565977156,8.11474816161646,15.4271099366161,33.4801711759918,37.0759556906306,46.7255223248686,35.5408989874916,22.9186558637259,28.6514281279575,28.9026127120497
2,Dim,First,45.0794155392186,43.8164826795787,31.8036810125002,29.5004165484096,28.6058953446912,11.3382914769801,15.5078404043499,11.3274700626062,29.7782337298056,5.4913503363926,9.73389168093781,8.84383828015367,24.4017532644105,24.0771216571977,32.4386086083569,21.8469308879744,15.855515437774,11.6193195982706,22.2814475860894
2,Dim,Last,25.2882154281235,23.6013002001718,18.5591789212252,15.7087400147413,15.7880325550827,6.94324108518378,9.33538512891275,8.86149533488911,17.2370093919279,6.85196675082974,7.68304602024515,4.43398963543382,14.8345539950751,18.9995759583563,17.0825471430236,12.1626717193993,13.5930086580363,6.97072063388231,13.5519265874744
4,Light,First,130.161098515,141.315084747752,74.4899411928531,77.0893267584411,81.9026856867435,14.8542720093024,13.4620825415518,15.6171283378287,43.3346570065328,10.5224266206067,5.35346981264346,10.2575632524143,51.7068548475909,48.8891153623779,52.1095235063945,49.5934914505922,20.5803786433783,24.214925535273,48.0807792126265
4,Light,Last,210.345977358683,156.088914381776,27.372075916451,24.2770754590026,23.6076169553144,4.52777625840618,4.16132742371446,4.07177895413524,7.26007591909506,2.90346247000518,2.7732694900063,3.45815797962447,21.5683434118697,10.8280378723323,11.2801166004457,10.314724804159,3.19648219787035,6.52928794944181,29.6980278556851
4,Dim,First,172.254729756568,185.595025311881,91.7891712369563,103.684104680137,116.505300662718,27.0549994020194,22.0004862514541,26.4332958412884,46.4863978383288,12.6824572659605,10.3317888809559,7.44006411593611,46.7653039626668,41.6316507326604,48.839769343365,45.5913825315616,11.8207712571394,13.6947253984954,57.2556346927829
4,Dim,Last,55.4710360815785,57.1113489541815,29.8473900229091,33.3183435880845,35.9071807778448,10.0368002389598,8.65036991023491,11.5405077662629,18.8228819883045,4.10785306660164,4.74496715264625,2.6066693098092,18.541022735555,17.8141922354457,21.7795202096552,19.7247701429396,4.64916201465554,6.28257248864738,20.0531438157953
11,Light,First,135.050594482923,153.741843930204,52.5280304195872,62.0801679572782,73.0807051512806,17.2633170466177,30.8422002988828,3.8964933476068,54.6065939458338,20.0875327928787,9.29066065336016,25.3457785163041,44.4248407967666,41.4467218370083,48.1193140832798,43.1271120295198,33.0862418123196,44.9730533196331,49.610622356738
11,Light,Last,136.221286170739,146.480790548741,59.2148395038822,62.2226733286803,69.5694255911089,21.6564818292987,32.157620102968,3.71457804626212,54.2181346127608,20.5439629293079,9.39015822872289,28.5645495682134,47.849305017232,42.2297791922287,50.2398940816252,45.2990655749364,29.9487070529743,49.0683284304125,50.4771988783385
11,Dim,First,134.139866958399,154.349248963999,57.1692913189997,57.2805202554986,97.8576704972252,27.9058011942409,12.0515621241479,13.9427214090432,48.6130394537913,21.1821632416502,13.5205606128509,22.9582958992104,62.4469998067155,49.2903570153737,58.9242821459234,55.9073773891163,34.2002262797637,46.9651966763004,53.8169545134583
11,Dim,Last,80.5206907814466,67.8988832497716,22.4999559332219,20.6269909050487,29.5483154010241,12.8423743996176,7.12834791702682,5.84581538692616,13.3605625941901,7.21764623348558,4.43426568242901,8.15693911313052,20.3856032581774,14.2020272168451,17.0937649508388,15.9619734820547,11.1059728866992,13.9093774019527,20.7077503774381
15,Light,First,5.16799765858278,3.79597427659546,15.008003625533,17.6984417721407,16.4676198897612,39.866183480753,44.3507724938816,44.6115838189762,81.5864725356549,64.0891990358387,71.148593246776,81.3828484218402,81.4709728492675,87.7611772831735,88.9495034895029,91.0158956529647,96.5625999816875,104.850285252677,57.5435624869782
15,Light,Last,4.92427297458264,4.7065045950893,11.2345312827062,12.7022572641237,14.2031382841815,26.7403100031962,28.7471104516787,25.8723355200702,39.5111903929598,43.3760767122197,53.5060559946608,52.8584911735914,41.8297811539049,44.7994030130843,48.0980661908469,51.2155362735042,51.8697584415507,65.2755878353775,34.5261337531849
15,Dim,First,68.9248820387091,64.2113384107899,38.2661180176234,37.7500963973959,41.8338252512253,6.91891971109663,14.4212868357585,6.10482903594536,76.8669406390656,26.7379815919499,19.106218916907,33.049732548235,82.5912159195476,81.107836676868,76.2681775737698,72.572183860094,56.4713670622057,63.2771019624824,48.1377806916483
15,Dim,Last,47.4252442681866,52.633310461305,11.3455336308474,13.0325769307327,12.7187631439955,2.8273061213293,4.09859653126761,3.53263757468571,16.8221369255851,7.38719538123711,6.50523402912816,8.90979606551067,18.9822203045003,18.1824318480217,18.5058748051175,17.39055645926,14.300455204956,15.6247984111427,16.123592672045
16,Light,First,57.5895225686379,59.0936992937854,33.975821823517,25.3240517938089,35.5791043969796,5.8774527629695,5.31846083437909,4.94391034437319,24.8617271945438,5.895964035102,2.40416162146085,6.45933863130138,26.9254223085133,21.0567406380054,16.2518336296701,18.779107415398,12.8746603453098,13.877929330269,20.9493838315569
16,Light,Last,62.142527623328,60.4777305645102,40.3315303438739,23.5139811925693,33.1413199114551,9.36537095404017,4.58877469855817,4.53131802583709,28.8360986440319,9.48613393572607,2.53586368266328,6.8878008505425,28.207921800003,23.2836413471214,19.525143667786,19.5968963108049,16.203897080365,13.1881013056367,22.5468917743807
16,Dim,First,64.3575729252196,64.1249933783013,35.3016911170253,28.5134784605322,35.7744060002447,9.51489572491192,8.56054632662391,4.35449182737826,33.2371018621079,8.39366353601236,5.84116616469551,13.8102414811971,32.5765820392861,25.4739945592613,29.2947577879728,24.8231418147255,13.3533050871484,19.4623019382741,25.3760184461621
16,Dim,Last,13.1758510725089,11.7666431371933,7.56127860818029,5.06892296819087,6.86981182440656,1.9129713508504,1.38112162650142,1.04958850144933,8.13803940907107,2.10355168977023,1.61913735928112,2.3660694683035,7.10453540783111,6.12243531233689,6.38244629152296,6.0314449114164,3.27800560928,4.20420402764473,5.34089214309661
19,Light,First,68.6156225851586,70.335030954249,37.4352828122543,39.2762331156905,44.5262296456969,12.8557629818512,13.6608427783364,3.69683999535637,31.3796874264439,15.2938649918901,3.71743160539534,15.3937226873823,30.954771067753,31.1794710184229,29.9150143090641,22.2785284510058,23.0528090698473,24.3024356546868,28.7705322861381
19,Light,Last,57.0757885944018,59.4398317883227,33.9875585247297,36.6215728171869,39.0827596163111,11.3119757945318,12.6407432713339,4.02148831893318,28.6489700123395,11.5069078761603,2.77795793252129,13.3086383089285,29.3902580389964,27.9873949237017,26.422315458134,19.5798664423775,20.2761251390339,22.311998151525,25.3551195005261
19,Dim,First,43.1734964143428,46.4838591736002,24.3301698134061,26.3141935542915,26.6533614102726,6.59941217704413,8.19249921403838,5.20852420691053,18.7140099117741,8.68984287098439,4.20787701453525,16.3332267911165,22.1635687347358,21.2551859385925,19.8447814936371,19.1808352832795,14.683948061389,26.0642618382283,19.894058550121
19,Dim,Last,37.9159387969665,31.5040173587823,14.5746680625831,14.8526905247677,12.9104388937198,4.63783750399423,4.71207147841193,2.65423830584777,17.1287904107228,5.54735636753003,1.83764103752877,7.11183427711414,15.5039936590632,12.8598766560067,12.991071492549,12.4348622582151,9.97479659502547,10.511841161831,12.7591091578144
20,Light,First,154.747245627926,149.283715365241,98.1740158714587,87.06284438133,84.5075223732338,30.7924417633211,23.9847299945968,12.1411814816771,59.5862643127843,27.0629650042602,6.65165561535472,18.3235446467305,56.350142429802,51.9718133331099,44.0580860326703,45.1025669824645,43.1219535822722,33.225124009307,57.0082118226411
20,Light,Last,21.525582868255,20.3056916336507,12.8691482864253,12.152097593689,10.6676437294819,3.70248389004861,3.68994005465273,2.24921420430288,9.22299929342186,3.83216725213012,1.28112005084688,3.03822293775242,9.8931738797747,9.44606399759467,8.45469521024002,8.32245468016697,7.77222359937312,6.22063984044335,8.59142016679168
20,Dim,First,186.682290421139,176.338506194667,115.465956550175,99.4388561641937,100.475734564108,31.5793041284486,24.8814474833886,17.0929076663455,68.1073036233252,29.3817022103252,9.11045119725109,21.1637294494658,76.8150235511953,56.0503351366634,57.7356835763532,46.5935137404777,42.2201385198717,40.2030644305981,66.6297749226662
20,Dim,Last,181.401084144242,179.899335306691,22.1041176692241,24.2479545858744,21.2035718812727,3.05623304963563,3.94910231621484,3.21047723898694,4.82951986357743,2.29680501784546,1.33195453549576,1.86344309953751,6.17905033597327,6.73387910819318,12.2208377796228,9.91054796995486,5.71272404414183,5.54431526514928,27.5386085117574
21,Light,First,106.376262059025,108.73907753693,62.9826875716782,81.8171447255611,78.8808305639854,13.3545650679934,13.7515501741502,7.65462138421463,38.1510446160595,15.0472828879666,6.12979079447652,14.0195450138112,40.79180996832,36.209513572659,35.1754661692951,34.8370384976174,19.0223651728558,27.23541944378,41.1208897344655
21,Light,Last,21.6444587216437,21.8365346398228,13.5361616431956,17.0064192002964,16.1580055401669,3.81733922866857,3.07165552024086,2.26696972507445,10.2157521307853,4.23112088633153,1.77055808395598,4.32917149668237,12.7402214175114,10.4380782109332,10.2529114735389,9.99527041052839,5.43912649549197,8.3317588823361,9.83786187262247
21,Dim,First,122.616260931022,125.420676779693,68.1719603841637,89.0713518713516,78.7491437647533,19.0293955951166,18.2300473692681,9.4042899330621,49.713924872324,19.4349344913743,10.8478428042562,12.6933150767812,54.6327801814152,48.8018251129861,48.6991792227296,45.2921895346519,32.260738320181,31.0336372015274,49.1168607470365
21,Dim,Last,31.2534559463212,31.451640905927,18.9728204027763,26.1388271609691,21.4060308958138,5.5645195491548,5.41491681912413,3.00814212892681,14.4453677118487,5.46351720204023,3.19069311658312,4.15917541801628,19.0727137405329,15.3556833994342,15.7940810292813,14.2860907066393,9.80468728472349,10.2850549671254,14.1704121325132
22,Light,First,104.235114033141,104.776152805455,70.2677404681302,68.729917071323,77.4712571429452,23.0610092110838,14.7762537692426,17.1275463927868,25.9552343953843,7.79244813829051,4.95514459274963,11.8591778483627,31.842052664756,26.4501097834061,30.4304568774054,24.8352407976048,15.9415219849135,21.8135145328113,37.9066606949884
22,Light,Last,24.3784014395937,24.0142434947044,17.8036517933837,17.0017924006473,17.2476791648921,6.48676298949729,4.82899397352891,5.54638052760748,10.1471610003656,2.82986623229646,1.87218203364639,4.66967080866702,12.3399675879286,10.0551410437982,11.5705113143301,9.30898747473905,5.99649441912868,7.86428860030608,10.775676461059
22,Dim,First,85.596290030334,86.3162028106924,52.4150369863348,42.8539804999008,54.6301572438373,17.0354065606897,12.0124098835258,9.11261603983462,22.7999037322491,7.42714186019844,4.38613696181397,10.1144081412163,30.1514759293098,21.9660799076657,29.6471560386274,22.1880215402473,10.4581038848336,16.1340076626395,29.7358075396639
22,Dim,Last,19.2122791354186,22.9352005510746,12.5173915813109,11.4079094699732,14.9520710490972,4.75746538384787,3.56193299343135,2.41875400614201,8.02693789559788,2.00630602662512,1.23207799413675,3.04313923277703,9.78913322014681,7.46758621838882,10.3294807912324,7.41454271947917,3.57474739177313,5.83072038903523,8.35987089163823
23,Light,First,32.0099757369983,34.307241735327,16.1164181455418,23.8474987779219,21.3189080423901,3.72872349356438,5.4604492605545,1.90409219281184,8.78481659664528,2.99197794473977,0.94064419652099,3.68612408032396,10.9468478990638,9.81850134436688,9.43658119643195,9.83579154334063,5.57185247772486,5.34375870378752,11.4472335204475
23,Light,Last,9.31156298734213,9.76199421392161,5.11730374878456,7.28625993319842,6.57456832671536,1.09272863901483,1.64947725551723,0.684407150169425,3.09834934561094,1.05963782017221,0.77928031896935,0.931158646416471,3.28782085756363,3.76476223948441,3.17533373830813,3.61728023872737,2.19228598138114,1.57446494159922,3.60881535460536
23,Dim,First,32.8912396644858,34.0203771024761,17.7165439203041,18.1617330123823,19.5801688481429,6.49445966852281,2.38759881989148,1.52087037999721,11.3860753993489,5.65058597031274,1.40107069601218,2.22027228372267,7.7529518145394,11.6013725497073,9.02481178312202,10.5626034658562,7.88959574617068,4.44635701025275,11.3727048964026
23,Dim,Last,13.2900066286146,13.5553713884532,7.31778989639662,7.68908204178052,7.95738647283927,2.67106072695688,1.3225475627057,0.720175026316397,4.63870010559334,2.27921118933905,0.810737375459446,1.39595655024496,3.7317233279178,5.17491823970791,4.46128104208274,5.08805074183913,3.38543039363123,2.30485512133137,4.87746021284501
32,Light,First,99.1146347799921,109.05185037471,73.0518245302475,89.4450330939013,71.6386595456053,21.1221670368661,18.8089389931619,7.42287155540081,82.0411371245579,19.4864779581183,8.73919843928946,27.4561151360137,79.4518253103712,70.4103053378634,74.132380628578,73.5809388711951,35.8165872718801,63.1029935788603,56.8818855314785
